Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Pub_final,Plat
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0,0,0.08,0,0.08,70,7,8.8,6,Koei,Teen,Other,Playstation
FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0,0,0.08,86,12,7.8,10,EA Canada,Everyone,Electronic Arts,Nintendo
Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08,74,5,5.9,16,Visual Concepts,Everyone,Take-Two Interactive,PC
The Italian Job,XB,2003,Racing,Eidos Interactive,0.06,0.02,0,0,0.08,54,22,5.8,5,Climax Group,Teen,Other,Xbox
Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.06,0.02,0,0,0.08,79,23,6.9,11,Rockstar San Diego,Teen,Take-Two Interactive,Nintendo
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0,0.01,0.08,56,7,7.8,4,Kheops Studio,Everyone,Other,Nintendo
Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64,18,7.4,31,Omega Force,Teen,Other,Nintendo
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08,69,13,3,13,SCEA San Diego Studios,Everyone,Sony,Playstation
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.01,0.08,51,6,3.1,7,"Namco Bandai Games, Monkey Bar Games",E10+,Other,Playstation
Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0,0.01,0.08,79,16,8.6,10,UGA,Teen,Other,Playstation
The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.08,43,14,6.7,10,Stormfront Studios,Teen,Ubisoft,Playstation
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08,,,5.4,14,The Sims Studio,Teen,Electronic Arts,PC
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0,0,0.08,63,5,8.2,6,Eutechnyx,Teen,Other,Nintendo
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.07,0,0,0.01,0.08,73,22,9,22,Monolith Soft,Teen,Other,Nintendo
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0,0.01,0.08,52,24,5.8,320,City Interactive,Mature,Other,PC
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0,0.01,0.08,46,33,5.2,12,K2 LLC,Mature,Other,Xbox
Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0,0.01,0.08,58,34,7.6,5,Acquire,Mature,Other,Playstation
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,40,15,6.8,13,Red Tribe,E10+,Other,Xbox
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0,0,0.01,0.08,59,23,5.6,5,InXile Entertainment,Everyone,Other,Nintendo
Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0,0,0.08,62,11,8.3,6,Warthog,Everyone,Electronic Arts,Nintendo
High Heat Major League Baseball 2004,XB,2003,Sports,3DO,0.06,0.02,0,0,0.08,83,14,8.4,8,3DO,Everyone,Other,Xbox
TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0,0,0.08,82,32,9.1,41,Free Radical Design,Mature,Electronic Arts,Nintendo
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,0.06,0,0.02,0.08,80,52,7.8,235,Relic,Mature,Other,PC
Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0,0.01,0.08,80,11,7.5,11,Polygon Magic,Teen,Other,Playstation
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0,0,0.08,80,10,9.1,10,Marvelous,Teen,Other,Nintendo
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,0.08,66,9,7.8,5,Vivendi Games,E10+,Other,Nintendo
Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08,49,41,5.6,16,Game Republic,Mature,Other,Xbox
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0,0.01,0.08,39,4,5.8,4,Toka,Teen,Other,Playstation
Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0,0.08,66,7,7.3,8,Atari,Everyone,Other,Nintendo
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0,0.08,43,6,6.7,6,From Software,Teen,Other,Playstation
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",E10+,Other,Xbox
Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0,0,0.08,29,14,3.2,19,Kemco,Teen,Other,Nintendo
Crush,PSP,2007,Puzzle,Sega,0.07,0,0,0.01,0.08,83,41,9,21,Zoe Mode,E10+,Other,Playstation
The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0,0.01,0.08,57,19,5.8,60,Haemimont,Teen,Other,PC
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.07,0,0,0.01,0.08,,,8.2,5,Mistic Software,Everyone,Other,Nintendo
Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0,0.03,0,0.08,69,55,7.7,60,Sandlot,Teen,Other,Xbox
Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0,0,0.08,78,6,7.8,8,Crystal Dynamics,Teen,Other,Nintendo
RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0,0,0.08,68,23,7.4,5,Terminal Reality,Mature,Other,Xbox
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0,0.07,0,0.01,0.08,58,23,6.5,345,"Cyanide, Cyanide Studios",Mature,Other,PC
From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08,61,33,6.9,12,Rebellion,Teen,Electronic Arts,Playstation
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72,28,8.3,35,FuRyu,Teen,Other,Playstation
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0,0,0.01,0.08,60,19,6.7,94,Capcom,Mature,Other,Playstation
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0,0.01,0.08,74,25,7.5,362,Ubisoft,Mature,Ubisoft,PC
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0,0,0.08,61,5,7,5,Blitz Games,Everyone,Other,Nintendo
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0,0.06,0,0.01,0.08,80,20,7.7,272,Nixxes Software,Teen,Other,PC
Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0,0,0.08,63,20,8,10,Sting,Everyone,Ubisoft,Nintendo
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08,38,23,5.3,53,Ubisoft Montreal,Mature,Ubisoft,Nintendo
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0,0,0.01,0.08,51,11,6.3,4,The Game Factory,Everyone,Other,Nintendo
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0,0.01,0.08,64,26,4.3,13,Team 17,E10+,Other,Nintendo
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08,49,8,6.5,8,Blue Castle Games,Everyone,Take-Two Interactive,Playstation
X Rebirth,PC,2013,Simulation,Koch Media,0,0.08,0,0,0.08,33,24,3.3,1340,Egosoft,Teen,Other,PC
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0,0,0.01,0.08,69,41,7.3,30,Insomniac Games,Everyone,Other,Playstation
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,74,10,6.7,6,Left Field Productions,Teen,Activision,Xbox
Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0,0.01,0.08,56,23,5.9,7,TT Games,Everyone,Other,Playstation
Worms: Open Warfare,DS,2006,Strategy,THQ,0.05,0.02,0,0.01,0.08,64,24,7,16,Team 17,E10+,Other,Nintendo
Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08,67,10,7.4,7,Barnhouse Effect,Everyone,Other,Playstation
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0,0,0.08,71,24,8.2,13,Sonic Team,Teen,Other,Nintendo
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.08,74,13,7.6,24,Ubisoft Montreal,Mature,Ubisoft,Xbox
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0,0,0.01,0.08,72,49,7.7,18,TOSE,E10+,Other,Playstation
Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0,0.01,0.08,52,30,8.7,18,Omega Force,Teen,Other,Xbox
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0,0.01,0.08,75,38,6.9,12,Firebrand Games,Everyone,Other,Nintendo
Silent Hunter III,PC,2005,Simulation,Ubisoft,0,0.07,0,0.01,0.08,90,23,7.9,95,Ubisoft,Teen,Ubisoft,PC
Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,51,20,6,9,Totally Games,Teen,Other,Playstation
Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0,0.01,0.08,57,12,6.8,5,Cunning Developments,Teen,Other,Playstation
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0,0,0.08,49,18,7,4,Ratbag,Everyone,Ubisoft,Xbox
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.08,,,6.7,9,Maxis,Teen,Electronic Arts,PC
WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0,0,0.08,55,14,7,5,Pacific Coast Power & Light,Teen,Other,Nintendo
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0.07,0,0,0.08,91,13,7.7,1963,Kojima Productions,Mature,Other,PC
NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0,0,0.08,82,12,8.4,5,Midway,Everyone,Other,Nintendo
C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0,0.01,0.08,55,38,7.5,13,Velez & Dubail,Teen,Ubisoft,Nintendo
Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,60,44,8.2,26,Namco,Teen,Other,Playstation
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0,0.01,0.08,78,33,8,22,Mekensleep,Everyone,Other,Nintendo
Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0,0,0.08,62,14,8.3,44,Capcom,Mature,Other,Nintendo
All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,80,14,9.2,5,Acclaim,Everyone,Other,Nintendo
Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.07,0,0,0.01,0.08,83,38,8.1,27,Treasure,E10+,Other,Nintendo
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01,0.08,75,19,8,50,"Milestone, Milestone S.r.l",Everyone,Other,Playstation
Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08,,,5.4,7,DC Studios,Everyone,Other,Nintendo
Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08,63,13,6.1,10,Omega Force,Teen,Other,Nintendo
Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,54,11,6,6,Hudson Soft,E10+,Other,Nintendo
Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,75,4,7,7,EA Tiburon,Everyone,Electronic Arts,Nintendo
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08,71,5,7.7,7,Magenta Software,Everyone,Sony,Playstation
Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08,72,53,8.2,586,Croteam,Unknown,Other,PC
Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.01,0.08,35,23,5.3,10,Metropolis Software,Mature,Other,Xbox
Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0,0,0.08,73,25,8.6,8,Edge of Reality,Everyone,Activision,Nintendo
Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0,0,0.08,37,7,6.8,20,n-Space,Mature,Other,Playstation
Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.07,0,0,0.01,0.08,73,17,4.2,5,Jaleco Entertainment,Everyone,Other,Nintendo
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08,65,18,4.9,231,EA Black Box,Teen,Electronic Arts,PC
Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,82,19,8.5,525,Black Box,Teen,Electronic Arts,PC
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.08,,,8.5,82,Telltale Games,Mature,Other,Xbox
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.05,0,0.02,0.01,0.08,81,18,8.5,72,"Spike Chunsoft, Chime",Mature,Other,Nintendo
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08,75,31,8,9,Pinegrow,Teen,Other,Playstation
Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0,0,0.08,57,32,8.4,11,Coyote Developments,Mature,Other,Xbox
Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0,0,0.08,62,19,8.4,13,Pivotal Games,Teen,Other,Nintendo
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.08,71,12,6.6,5,Koei,Everyone,Other,Playstation
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,75,15,8.3,4,Konami,Everyone,Other,Nintendo
Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0,0,0.08,78,15,6.3,32,Ubisoft Montreal,Mature,Ubisoft,Xbox
Rayman Origins,PC,2012,Platform,Ubisoft,0,0.06,0,0.01,0.08,86,11,8.4,337,UBlart Montpellier,E10+,Ubisoft,PC
Medal of Honor: Underground,GBA,2002,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.08,46,5,1.7,11,Rebellion,Teen,Other,Nintendo
Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08,54,6,5.7,6,Ubisoft Barcelona,Everyone,Ubisoft,Nintendo
Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0,0,0.08,70,11,8.9,20,Omega Force,Teen,Other,Xbox
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08,67,5,6.8,4,Isopod Labs,E10+,Other,Playstation
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0,0,0.08,79,26,5.4,10,Mix Max,Teen,Other,Xbox
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.02,0.01,0.07,64,10,7.1,12,Gaming Minds Studios,Teen,Other,Playstation
In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07,72,14,9,13,Roxor Games,Everyone,Other,Playstation
The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0,0,0,0.07,70,21,6.3,4,Taito Corporation,E10+,Other,Nintendo
Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0,0,0.01,0.07,50,22,8.1,24,Sting,Teen,Other,Nintendo
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.07,71,18,7.3,27,FuRyu,Teen,Other,Playstation
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07,74,24,7.5,12,Taito Corporation,Everyone,Other,Playstation
Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.07,50,23,6.2,12,AWE Games,Teen,Other,Nintendo
Futurama,PS2,2003,Platform,SCi,0.04,0.03,0,0.01,0.07,59,22,6.6,14,UDS,Teen,Other,Playstation
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07,36,7,2.4,15,Activision,Teen,Activision,Playstation
Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0,0,0.07,75,13,7.9,8,Ubisoft,Everyone,Ubisoft,Xbox
Superman Returns,DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.07,33,8,4.9,13,EA Tiburon,Everyone,Electronic Arts,Nintendo
Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0,0,0.07,78,19,8.8,4,Capcom,Everyone,Other,Nintendo
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.07,60,13,8,5,Krome Studios,E10+,Other,Xbox
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.07,82,31,8.5,407,EA Canada,Teen,Electronic Arts,PC
Gladius,GC,2003,Strategy,Activision,0.06,0.01,0,0,0.07,82,19,8.8,12,LucasArts,Teen,Activision,Nintendo
The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07,51,11,5.3,4,Blade Interactive,Teen,Other,Playstation
Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0.01,0.07,47,11,7,5,Sidhe Interactive,Mature,Activision,Playstation
Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0,0.01,0.07,40,25,3.5,51,Fatshark AB,Mature,Other,Playstation
Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.01,0.07,83,57,8,794,Runic Games,Teen,Other,PC
Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.07,61,9,6,4,Blitz Games,Everyone,Other,Playstation
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.06,0,0,0.01,0.07,70,14,8.2,5,Rebellion,Teen,Other,Nintendo
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.07,,,4.3,6,TOSE,Everyone,Other,Nintendo
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07,49,24,5.5,6,Mad Catz,Teen,Other,Xbox
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.02,0.05,0,0.01,0.07,79,49,7.8,520,Monolith Productions,Mature,Other,PC
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07,62,19,7.7,61,Krome Studios,Unknown,Ubisoft,Playstation
Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0,0.01,0.07,27,10,3.8,19,3DO,Teen,Other,Playstation
Still Life,XB,2005,Adventure,Microids,0.05,0.02,0,0,0.07,70,29,8.2,5,Microids,Mature,Other,Xbox
Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0,0,0.07,50,31,3.4,5,Eutechnyx,Mature,Other,Xbox
SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0,0,0.07,,,6.5,15,Heavy Iron Studios,Everyone,Other,Xbox
I-Ninja,XB,2003,Platform,Namco Bandai Games,0.05,0.02,0,0,0.07,75,18,8.4,8,Argonaut Games,Teen,Other,Xbox
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.07,82,42,8.6,199,EA LA,Teen,Electronic Arts,PC
Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07,73,26,8.1,20,Koei,Teen,Other,Playstation
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07,61,16,7,9,SNK Playmore,Teen,Other,Playstation
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07,64,18,7,8,Sega AM2,Everyone,Other,Playstation
Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0,0.01,0.07,64,25,6,6,Double Helix Games,Teen,Other,Playstation
Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.07,72,43,7.7,125,Larian Studios,Mature,Other,PC
Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0,0,0.07,67,12,8.4,5,Pyro Studios,Teen,Other,Xbox
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.01,0.07,61,9,6.2,12,ValuSoft,Teen,Other,PC
Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07,58,22,5.5,4,Climax Group,E10+,Other,Nintendo
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07,71,21,6.2,34,Compile Heart,Teen,Other,Playstation
Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,33,5,4.5,6,Sensory Sweep,Everyone,Other,Playstation
Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.02,0.04,0,0.01,0.07,77,23,7.1,233,Paradox Development Studio,E10+,Other,PC
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07,38,18,4.1,14,Genki,Mature,Other,Xbox
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07,69,10,8.4,8,Koei,E10+,Other,Playstation
Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0,0,0.01,0.07,73,19,7.3,8,Irem,E10+,Other,Playstation
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0,0.07,0,0,0.07,89,56,8.6,1848,From Software,Mature,Other,PC
TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,44,16,2.8,4,Konami Computer Entertainment Hawaii,Teen,Other,Nintendo
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07,44,9,8.5,4,Direct Action Games,Mature,Other,Xbox
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07,63,23,5.3,7,5000ft,Teen,Other,Playstation
Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0,0,0.07,67,26,5,4,Kodiak Interactive,Teen,Other,Xbox
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07,65,27,7.8,17,Climax Group,Mature,Other,Playstation
Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07,54,10,1.4,11,Ubisoft Shanghai,Teen,Ubisoft,Nintendo
Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07,70,5,9,5,Koei,Everyone,Other,Nintendo
Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07,37,14,3.8,11,Awesome Play Ltd.,Everyone,Other,Nintendo
James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0,0,0.07,47,17,8.3,6,Radical Entertainment,Teen,Other,Xbox
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0,0.01,0.07,37,19,5.9,10,Creat Studios,Mature,Other,Playstation
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07,,,4.2,5,Collision Studios,Teen,Other,Playstation
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0.01,0.07,46,22,7,21,Success,Mature,Other,Xbox
Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0,0.01,0.07,50,22,7.9,11,Polygon Magic,Teen,Other,Playstation
R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0,0.01,0.01,0.07,69,29,6.5,6,Irem,E10+,Other,Playstation
Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,67,33,8.8,44,Capcom,Mature,Other,Playstation
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0,0.03,0.01,0.07,78,33,8.1,63,Spike Chunsoft,Teen,Other,Playstation
Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0,0,0.01,0.07,78,15,8.6,18,Vogster,E10+,Other,Nintendo
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07,23,9,2.4,12,Webfoot Technologies,Everyone,Other,Nintendo
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07,32,12,3.8,74,Fatshark AB,Mature,Other,Xbox
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07,50,22,7,25,Gameloft,Teen,Ubisoft,Nintendo
SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01,0.07,,,8.3,37,Maxis,Everyone,Electronic Arts,PC
CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0,0.01,0.07,,,6.7,6,Powerhead Games,Teen,Ubisoft,Nintendo
Romance of the Three Kingdoms IX,PS2,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07,74,17,8.9,10,Koei,Everyone,Other,Playstation
Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0,0,0.07,75,46,8,6,Free Radical Design,Teen,Other,Xbox
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.01,0.07,67,25,4.9,103,Codemasters,Mature,Other,PC
Vanguard Bandits,PS,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07,62,5,7.4,15,S-Neo,Teen,Other,Playstation
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07,47,13,4.6,10,Blue Castle Games,Everyone,Take-Two Interactive,Xbox
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,7.8,108,Ubisoft Montreal,E10+,Ubisoft,Playstation
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,70,21,7.4,59,Climax Group,Mature,Other,Playstation
